Time Unit,Average Fear Level,Average Hunger Level,Average Energy Level
1,0,501.2689111440942,488.5788045919464
2,0,500.58911844310677,489.2585972929338
3,0,499.7836876953908,490.06402804064953
4,0,498.663046680372,491.1846690556686
5,0,497.7095738781088,492.13814185793166
6,0,496.6230872523762,493.2246284836642
7,0,495.535657256673,494.31205847936747
8,0,494.6204642284934,495.22725150754724
9,0,493.28200290084817,496.5657128351923
10,0,491.6527294544907,498.19498628154975
11,0,490.33288487396453,499.4630334933824
12,0,488.8925963061843,500.90332206116267
13,0,487.3345819151264,502.4613364522206
14,0,485.8123211700965,503.9835971972503
15,0,481.39151882716345,508.3520709164263
16,0,476.4729331548996,513.2177884945849
17,0,471.4067824809685,518.2305232185133
18,0,466.46736373566023,523.1159695976731
19,0,463.67812902605067,525.8506667854672
20,0,461.4459894319585,528.0828063795599
21,0,459.1029170431549,530.4258787683635
22,0,456.6537411631115,532.8750546484067
23,0,454.40662600668975,535.1221698048284
24,0,449.36252021806575,540.1111639924604
25,0,446.75898839464367,542.7146958158826
26,0,444.253408955775,545.2202752547512
27,0,441.9367599785001,547.5369242320262
28,0,439.14315603700976,550.3305281735165
29,0,436.5750629751727,552.8986212353532
30,3,485.6069202001685,503.866764010358
31,3,468.2640564734578,520.9832553544991
32,3,463.52750887381166,525.7198029541453
33,3,460.180624396344,529.0666874316132
34,0,456.4682616339449,532.6621731486637
35,0,453.8756461164336,535.2547886661752
36,0,451.0263320470522,538.1041027355566
37,0,448.574471432334,540.5559633502747
38,0,443.1029251863915,545.9681130649745
39,0,440.2605400690851,548.8104981822808
40,0,434.79915618416334,554.2118328268258
41,0,432.3192520173457,556.6917369936434
42,0,430.0976151858179,558.9133738251711
43,0,427.5919836712393,561.4190053397498
44,0,424.9762412483701,564.0347477626188
45,0,422.00412001764664,567.0068689933427
46,0,418.96876841413064,570.0422205968583
47,0,415.6955273956421,573.315461615347
48,0,412.9254791627511,576.0855098482381
49,0,410.4347497616828,578.5762392493065
50,0,407.72869744622244,581.2822915647668
51,0,404.78634128015983,584.2246477308294
52,0,401.90221895613416,587.1087700548547
53,0,396.156209372308,592.794066870786
54,0,393.5154862749188,595.4347899681751
55,0,390.60532137504697,598.3449548680469
56,0,384.59199137734873,604.2968975115401
57,0,382.00830737239875,606.8805815164897
58,0,379.42683936235636,609.4620495265331
59,0,377.0858227588027,611.803066130086
60,0,426.81144651408977,562.0774423747993
61,0,393.5310656839976,594.9082406743842
62,0,385.04143421543785,603.3978721429432
63,0,380.0624049497801,608.3769014086013
64,0,376.2382561822169,612.2010501761646
65,0,372.82030107105174,615.6190052873297
66,0,366.3779388285123,621.9941541947437
67,0,364.0060743840254,624.3660186392303
68,0,361.5686728274436,626.8034201958117
69,0,359.4137316676235,628.9583613556324
70,0,357.35886545727413,631.0132275659817
71,0,355.3472712188977,633.0248218043578
72,0,353.2378137125966,635.1342793106594
73,0,351.2085965199898,637.1634965032654
74,0,348.9076087165129,639.4644843067427
75,0,347.039581240625,641.3325117826312
76,0,345.0797104020842,643.2923826211717
77,0,343.6808356411069,644.6912573821489
78,0,342.2725334459267,646.0995595773289
79,0,340.7189401341069,647.653152889149
80,0,339.61658409701965,648.7555089262364
81,0,334.60037203871013,653.7037215285413
82,0,333.4476658144112,654.8564277528401
83,0,331.84076825598976,656.4633253112615
84,0,326.403396649979,661.8318974676685
85,0,325.12341973089525,663.1118743867519
86,0,323.58588564369956,664.6494084739475
87,0,322.35346657331286,665.8818275443343
88,0,321.2316683656878,667.0036257519594
89,0,319.6661868791029,668.569107238544
90,77,360.9317788665035,627.3035152511438
91,78,342.01295420136665,646.0109978944417
92,78,338.569448092498,649.45450400331
93,78,336.18951231473886,651.8344397810699
94,78,334.55105263242626,653.4728994633822
95,78,333.69441398287546,654.3295381129327
96,78,332.9996257107715,655.0243263850363
97,78,332.6915461967928,655.332405899016
98,78,332.2927712395412,655.7311808562671
99,78,331.59512680433136,656.4288252914765
100,78,331.17428719798835,656.8496648978197
101,78,330.8112454055055,657.2127066903032
102,78,330.08074203521136,657.9432100605973
103,78,329.460262140018,658.5636899557904
104,78,329.0655137561227,658.9584383396865
105,78,328.6119700646006,659.4119820312076
106,78,328.1735581234727,659.8503939723361
107,78,327.6204167939977,660.4035353018108
108,78,326.8607708822143,661.163181213594
109,78,326.3729925496191,661.6509595461894
110,78,322.02371327591374,665.9280939530023
111,78,321.3645167461975,666.5872904827179
112,78,320.8568128938711,667.0949943350446
113,78,320.50459855632283,667.4472086725929
114,78,319.87475920001185,668.077048028904
115,78,319.1183236071936,668.8334836217223
116,79,314.21706926348764,673.6617186153006
117,79,313.52765827307445,674.3511296057129
118,79,312.8996029089098,674.9791849698781
119,79,312.6796631919684,675.1991246868198
120,158,354.07280580896304,633.8059820698245
121,159,323.49816182686067,663.9232218209385
122,159,320.2905057756382,667.1308778721603
123,159,318.08611346813046,669.3352701796682
124,159,316.3059062934581,671.1154773543403
125,159,314.9250031990959,672.4963804487027
126,159,313.7836367255651,673.6377469222336
127,159,313.06223942169595,674.359144226103
128,159,312.44861671038365,674.9727669374148
129,159,311.9672059533222,675.4541776944766
130,159,311.28082314016154,676.1405605076371
131,159,310.6124154704759,676.8089681773228
132,159,310.10927788857384,677.3121057592253
133,159,309.7709795809631,677.650404066835
134,159,309.341459977077,678.0799236707221
135,159,308.48100206459736,678.9403815832009
136,159,307.8949151340559,679.5264685137423
137,160,302.5938561879179,684.7479159639804
138,160,301.7849982338918,685.5567739180068
139,160,300.8492562733768,686.4925158785221
140,161,295.4961716541951,691.7649748426198
141,161,294.7636912948923,692.4974552019231
