Time Unit,Average Fear Level,Average Hunger Level,Average Energy Level
1,0,476.3307718977858,513.5682180012041
2,0,469.0277335221367,520.7681848452103
3,0,464.31133934687534,525.4322503967143
4,0,462.1341082547221,527.6094814888677
5,0,459.2967710803008,530.3939505691835
6,0,456.8096792485733,532.8810424009112
7,0,454.18115045240796,535.5095711970764
8,0,451.45321928177833,538.2375023677059
9,0,448.4207768317056,541.2699448177791
10,0,445.38172410512544,544.3089975443593
11,0,442.21386500941173,547.4768566400729
12,0,439.1040382751732,550.5866833743116
13,0,436.05107851133255,553.6396431381521
14,0,432.5859582023323,557.1047634471523
15,0,429.4543628007446,560.2363588487399
16,0,426.3335690287656,563.357152620719
17,0,420.44763842815934,569.1896672713225
18,0,417.2416724034589,572.3956332960233
19,0,414.0871430638922,575.5501626355897
20,0,410.9927681459797,578.6445375535021
21,0,407.77618982522614,581.8611158742557
22,0,405.5950805990426,583.9882527342908
23,0,402.3248184714039,587.2585148619299
24,0,398.99695346903445,590.5863798642988
25,0,395.90086085328124,593.6824724800523
26,0,393.6318367147145,595.8969590968038
27,0,387.3016982742014,602.1719859363249
28,0,384.25698626553645,605.2166979449903
29,0,381.16082789901566,608.3128563115107
30,0,430.91393169559274,558.5597525149338
31,0,383.124016127776,605.6400288160444
32,0,376.3086598580187,612.4553850858022
33,0,371.9978149628191,616.7662299810014
34,0,368.8876772596139,619.8763676842068
35,0,365.564575961082,623.1994689827382
36,0,362.6356704886295,626.128374455191
37,0,359.4440754832219,629.3199694605977
38,0,355.82793032179245,632.9361146220281
39,0,349.2469810630394,639.4535839087126
40,0,346.4459019831596,642.2546629885918
41,0,339.6248721492318,649.011491487132
42,0,336.8327058825367,651.803657753827
43,0,330.21054813207553,658.3608804393529
44,0,327.6614882439319,660.9099403274964
45,0,325.2979909652743,663.2734376061551
46,0,322.6955117486262,665.8759168228025
47,0,320.3486194847109,668.2228090867177
48,0,317.7066596667382,670.86476890469
49,0,315.2263446026111,673.3450839688178
50,0,312.7968479131199,675.7745806583085
51,0,309.6924994205713,678.8789291508571
52,0,306.76515238613837,681.8062761852904
53,0,304.26891169631705,684.3025168751113
54,0,301.8857288754862,686.6856996959425
55,0,299.37366859824164,689.1977599731873
56,0,297.0831003682119,691.4883282032166
57,0,295.2731560520944,693.2982725193342
58,0,293.5293258958806,695.0421026755479
59,0,292.048765355654,696.5226632157747
60,50,340.9465847285777,647.6248438428507
61,101,321.09236595961,667.2797270636457
62,101,312.27366494819313,676.0984280750625
63,101,308.11386039483807,680.2582326284178
64,101,305.63838360927826,682.7337094139775
65,101,303.8113259127573,684.5607671104985
66,101,302.7225432063838,685.6495498168716
67,101,301.6727370106475,686.6993560126081
68,101,300.7185559394778,687.653537083778
69,101,299.4032969964223,688.9687960268333
70,101,298.2008203642886,690.1712726589672
71,101,297.20659391024776,691.1654991130073
72,101,296.0826594140175,692.289433609238
73,101,295.2218157624993,693.1502772607557
74,101,293.79840941483644,694.5736836084194
75,101,292.9197555148652,695.4523375083897
76,101,292.07811763959126,696.2939753836641
77,101,291.45706786213606,696.9150251611195
78,101,290.9416534555647,697.4304395676913
79,101,290.5546149889409,697.8174780343151
80,101,290.190333583194,698.1817594400623
81,101,289.39539667205355,698.9766963512019
82,101,288.5724720012724,699.7996210219831
83,101,287.75709713888756,700.6149958843687
84,101,286.7918066803554,701.5802863429005
85,101,286.01901420672783,702.3530788165283
86,101,285.45722997728274,702.9148630459731
87,101,284.4436002060787,703.928492817177
88,101,283.80629013855224,704.5658028847037
89,101,283.3613204626752,705.0107725605808
90,243,325.0292178077004,663.3428752155552
91,304,305.50279355673786,682.5924445385004
92,304,300.6131052817124,687.4821328135255
93,304,297.9390129144535,690.1562251807849
94,304,296.73605056726853,691.3591875279702
95,304,295.5972842133286,692.4979538819092
96,304,295.09696925776825,692.9982688374699
97,304,294.9761377273377,693.1191003679002
98,304,294.9837386549507,693.111499440287
99,304,295.083583870412,693.0116542248267
100,304,295.0080942425514,693.0871438526871
101,304,294.9590777429781,693.1361603522598
102,304,294.9117355335318,693.1835025617069
103,304,294.61542996807043,693.4798081271676
104,304,294.4853067444792,693.609931350759
105,304,294.3415942459383,693.7536438492996
106,304,293.8877783362413,694.2074597589966
107,304,293.38471411163107,694.7105239836071
108,304,293.1537458995483,694.9414921956902
109,304,292.9907739158053,695.104464179433
110,304,293.16506452819345,694.930173567045
111,302,289.1382080186794,698.8857440771288
112,302,288.9344466700006,699.0895054258075
113,302,288.94331043101414,699.0806416647946
114,302,288.9267302375992,699.0972218582086
115,304,284.502931524111,703.4488757048047
116,304,283.71450182996443,704.2373053989513
117,304,283.1084520380614,704.8433551908537
118,304,282.72251347146704,705.2292937574485
119,304,282.45894453967094,705.492862689245
120,347,326.05327005691817,661.8985371719975
121,365,318.45444721591304,669.424340662875
122,365,315.20780105377503,672.6709868250128
123,365,313.9921104293422,673.8866774494466
124,365,313.04990706575836,674.8288808130299
125,365,311.8862656701784,675.9925222086094
126,365,310.85109562674086,677.0276922520469
127,365,309.96624858865334,677.912539290135
128,365,309.34743749283945,678.5313503859485
129,365,308.5527273342045,679.3260605445831
130,365,307.9422036950811,679.9365841837073
131,365,307.5502243929048,680.328563485883
132,365,306.9435463488783,680.9352415299097
133,365,306.5045090895464,681.374278789242
134,365,306.1156707043337,681.7631171744544
135,365,305.6609376390785,682.217850239709
136,365,305.1329293706616,682.7458585081262
137,365,304.5435693615632,683.3352185172246
138,365,304.07587797931745,683.8029098994703
139,367,299.1320826899058,688.6727953588749
140,367,298.07958073830827,689.7252973104719
141,367,297.2015244757317,690.6033535730492
142,367,296.71438243854124,691.0904956102396
143,367,295.70585630779476,692.0990217409852
144,367,294.7960053517274,693.0088726970532
145,367,293.6443443230663,694.160533725714
146,367,292.9323790151316,694.8724990336488
147,367,292.0002732528653,695.8046047959152
148,367,290.9455180470532,696.8593600017276
149,367,289.64435717283305,698.1605208759476
150,368,330.56095319414,657.2439248546401
151,432,321.7652171014769,665.9648442482157
152,432,318.3960533545843,669.334007995109
153,432,316.1022712219044,671.6277901277881
154,432,313.839407724016,673.8906536256775
155,432,311.54109057160326,676.1889707780898
156,432,309.2747390350825,678.4553223146108
157,432,306.8893201482368,680.8407412014565
158,432,305.0503371105102,682.6797242391826
159,432,303.91703434058905,683.8130270091045
160,432,302.96998530288374,684.7600760468097
161,435,297.83595808709106,689.8183629005631
162,435,296.44831592028004,691.2060050673741
163,435,295.30195725114316,692.352363736511
164,435,294.38610614557183,693.2682148420821
165,435,293.56573966921616,694.0885813184381
166,435,292.46027472491323,695.1940462627409
167,435,291.3915660965796,696.2627548910747
168,435,290.4288277339327,697.2254932537218
169,435,289.49698574841085,698.1573352392431
170,435,287.9387716339134,699.7155493537406
171,435,286.9029169823815,700.7514040052725
172,435,284.98523239002265,702.6690885976315
173,435,284.22481770656566,703.4295032810891
174,435,283.64646982251554,704.0078511651383
175,435,282.9366381518304,704.7176828358238
176,435,282.32379051093096,705.3305304767232
177,435,281.2140755772867,706.4402454103678
178,434,275.3279781795576,712.2496615719951
179,434,273.43272383519997,714.1449159163527
180,434,313.3695912689779,674.208048482575
181,436,304.003469710395,683.4965302896055
182,436,300.5895650682955,686.9104349317048
183,436,296.90442075688,690.5955792431196
184,436,294.56981895298486,692.9301810470149
185,436,292.25498609249337,695.2450139075065
186,436,289.72634091238007,697.7736590876195
187,436,287.18787656123595,700.3121234387638
188,435,279.9401669467823,707.4812167010164
189,435,277.07002585470616,710.3513577930927
190,435,274.4272321048729,712.9941515429266
191,435,272.45429257856074,714.9670910692382
192,435,271.0683989766652,716.3529846711333
193,435,269.9756131061688,717.4457705416298
194,435,269.19967509025025,718.2217085575487
195,435,268.28897727953637,719.1324063682619
196,435,267.01450333151206,720.4068803162868
197,435,265.8837198913793,721.5376637564196
198,435,265.082339138193,722.3390445096059
199,435,263.82787693727164,723.5935067105271
200,435,263.1375825303775,724.2838011174209
201,435,262.226159182581,725.1952244652181
202,435,261.395816779332,726.0255668684669
203,435,259.98165645635066,727.4397271914484
204,435,258.56606502066296,728.855318627136
205,435,257.5292929131959,729.8920907346028
206,435,256.6574467241911,730.7639369236073
207,435,255.94037534373246,731.4810083040663
208,435,255.03114668467154,732.3902369631273
209,435,254.1775896524596,733.243793995339
210,437,294.3279449883455,693.0934386594531
211,435,289.7080935149939,697.713290132805
212,435,284.83565723845805,702.5857264093405
213,435,282.0745125811564,705.3468710666419
214,435,279.67385923952367,707.7475244082751
215,435,277.4077596414139,710.0136240063845
216,435,275.57734278739923,711.8440408603994
217,435,274.0561824856724,713.3652011621263
218,435,272.7481825738928,714.6732010739053
219,435,270.9188521505902,716.5025314972085
220,435,269.3660496130514,718.0553340347475
221,435,268.0239861939662,719.3973974538321
222,435,267.0026936256858,720.4186900221131
223,435,265.48767540466264,721.9337082431363
224,435,263.7122382468667,723.7091454009321
225,435,262.199805755702,725.2215778920971
226,435,260.9390608318451,726.4823228159536
227,435,259.3560101816845,728.0653734661142
228,435,258.3333350170399,729.0880486307594
229,435,257.1141648493308,730.307218798468
230,435,255.43706201583237,731.9843216319664
231,435,254.65301659200307,732.7683670557958
232,435,253.61556480279964,733.8058188449994
233,435,252.64820985580545,734.7731737919935
234,435,251.59085128451184,735.8305323632867
235,435,250.2329100015647,737.188473646234
236,435,248.8517983926842,738.5695852551146
237,435,247.2278062089719,740.1935774388264
238,435,244.97379773102097,742.4475859167779
239,435,243.41770067017222,744.0036829776263
240,435,284.44316908683334,702.9782145609651
241,435,280.0768802256243,707.3445034221743
242,435,276.64299621730856,710.7783874304903
243,435,273.6729565782217,713.7484270695772
244,435,271.54350669343097,715.8778769543675
245,435,269.5426617813945,717.8787218664042
246,435,267.1914813879596,720.2299022598395
247,435,264.9059914397749,722.5153922080235
248,435,262.4647759394085,724.9566077083903
249,435,260.1682132280333,727.2531704197655
250,435,257.9734119281583,729.4479717196407
251,435,254.90263796600172,732.5187456817972
252,435,252.03456160682458,735.3868220409737
253,435,249.2034968727186,738.21788677508
254,435,246.80198086645126,740.619402781347
255,435,244.0555309015355,743.3658527462629
256,435,241.7429370189218,745.6784466288765
257,435,239.41667996154743,748.0047036862513
258,435,237.98820568943086,749.433177958368
259,435,236.57938423148198,750.841999416317
260,435,235.5486539288035,751.8727297189954
261,435,234.3203734895132,753.1010101582855
262,435,232.870777552448,754.5506060953503
263,435,232.11280128854418,755.3085823592548
264,435,231.15615645898612,756.2652271888121
265,435,230.26787647497963,757.1535071728189
266,435,229.12681934238478,758.2945643054137
267,435,227.68272177971258,759.7386618680858
268,435,226.19221778032966,761.229165867469
269,435,224.94255247703435,762.4788311707646
270,435,265.49302121304424,721.9283624347548
271,435,260.9796018390267,726.4417818087722
272,435,258.98827204291103,728.433111604888
273,435,257.05370392984935,730.3676797179494
274,435,254.78280748795686,732.6385761598417
275,435,252.61531980421944,734.8060638435794
276,434,244.60697242381497,742.7347997280834
277,434,241.440297462231,745.9014746896676
278,434,239.0877290234391,748.2540431284596
279,434,236.84360365388923,750.4981684980097
280,434,233.64128121730815,753.7004909345907
281,434,230.2972868529089,757.0444852989897
282,434,228.05546499286135,759.2863071590376
283,434,225.55398369854083,761.787788453358
284,434,223.52017546097963,763.821596690919
285,434,221.60381243375335,765.7379597181452
286,434,219.88553474073106,767.456237411168
287,434,218.39606461646113,768.9457075354377
288,434,216.7081682258368,770.6336039260623
289,434,215.50189181692562,771.8398803349735
290,434,214.1904853026092,773.1512868492894
291,434,212.72529422813437,774.6164779237645
292,434,211.6554629094728,775.6863092424256
293,434,210.70977640892394,776.6319957429747
294,434,209.09914825925816,778.2426238926408
295,434,207.43164408975161,779.9101280621474
296,434,205.79804442411296,781.5437277277855
297,434,203.59378424967707,783.7479879022216
298,434,201.9152683472801,785.4265038046183
299,434,200.42026891529306,786.9215032366056
300,439,239.8208031420801,747.5209690098194
301,433,229.15611383668443,758.105032660131
302,433,225.26550923073603,761.9956372660791
303,433,222.2106798543588,765.0504666424561
304,433,219.62309536724266,767.6380511295723
305,433,216.56848629896163,770.6926601978537
306,433,213.87473333842567,773.3864131583896
307,433,211.2388397769547,776.0223067198606
308,433,209.2370028953197,778.0241436014959
309,433,207.32055486259398,779.9405916342213
310,433,204.9801129570157,782.2810335397996
311,433,202.48735154769838,784.7737949491171
312,433,200.32010357368472,786.9410429231308
313,433,198.67857373634658,788.5825727604691
314,433,196.65416968930356,790.6069768075112
